Institution,State,District,Type,DataDepth,Department,ResearchAreas,SourceVerified
Central University of Jharkhand,Jharkhand,Ranchi,university,deep,Environmental Sciences,"Research focuses on climate dynamics, biodiversity conservation, environmental biotechnology, and clean water processing technologies. Faculty target environmental impact assessments (EIA) for industrial mining regions and regional ecological restoration.",https://cuj.ac.in
"XISS, Ranchi",Jharkhand,Ranchi,college,deep,Rural Management,"Faculty execute action-oriented field research evaluating rural livelihood security, tribal community development, micro-finance models, and social entrepreneurship. Research explicitly addresses regional policy impacts, sustainable agricultural supply chains, and rural cooperative structures.",https://xiss.ac.in
IIT Kanpur,Uttar Pradesh,Kanpur Nagar,technical_institute,deep,Aerospace Engineering,"Faculty actively research hypersonic aerodynamics, autonomous UAV flight controls, satellite micro-propulsion systems, and computational aeroelasticity. Projects regularly innovate structural health monitoring techniques using advanced composite materials for space missions.",https://iitk.ac.in
MNNIT Allahabad,Uttar Pradesh,Prayagraj,technical_institute,deep,Computer Science & Engineering,"Research spans formal verification of real-time systems, secure cryptographic wireless routing, edge computing optimizations, and distributed deep learning networks. Faculty directly target blockchain frameworks for cybersecurity and healthcare informatics.",https://mnnit.ac.in
IIIT Lucknow,Uttar Pradesh,Lucknow,technical_institute,deep,Information Technology,"Faculty emphasize natural language processing (NLP), cryptographically secure software architectures, cloud resource orchestration, and human-computer interactions. Research maps directly to building lightweight predictive artificial intelligence frameworks for real-world software.",https://iiitl.ac.in
IIT Indore,Madhya Pradesh,Indore,technical_institute,deep,Electrical Engineering,"Faculty focus on silicon photonics, high-frequency RF-MEMS devices, biomedical signal processing, and smart electrical grid integration. Research drives the design of energy-efficient VLSI circuits and modern power electronics interfaces.",https://iiti.ac.in
MANIT Bhopal,Madhya Pradesh,Bhopal,technical_institute,deep,Materials Science & Metallurgical Engineering,"Research centers on high-entropy alloys, severe plastic deformation processing, corrosion mitigation in extreme environments, and lightweight biomaterials. Faculty actively model microstructural evolutions during advanced welding and casting practices.",https://manit.ac.in
SGSITS Indore,Madhya Pradesh,Indore,college,deep,Civil Engineering & Applied Mechanics,"Faculty actively investigate seismic resistance of high-rise structures, retrofitting of heritage monuments, sustainable concrete mixes using industrial waste, and geospatial water resource modeling. Research guides regional infrastructure development and structural safety audits.",https://sgsits.ac.in
IIT Kharagpur,West Bengal,Paschim Medinipur,technical_institute,deep,Ocean Engineering & Naval Architecture,"Faculty specialize in marine hydrodynamics, wave-structure interactions, autonomous underwater vehicle (AUV) dynamics, and coastal sediment transport. Research heavily involves structural reliability analysis for offshore oil platforms and deep-sea mineral exploration.",https://iitkgp.ac.in
Jadavpur University,West Bengal,Kolkata,university,deep,Power Engineering,"Faculty research explores optimal power flow in smart grids, renewable energy integration (solar/wind), transient stability, and high-voltage insulation tracking. The team focuses heavily on industrial power system protection and digital relaying techniques.",https://jaduniv.edu.in
NIT Durgapur,West Bengal,Paschim Barddhaman,technical_institute,deep,Biotechnology,"Faculty focus on environmental bioremediation of industrial effluents, metabolic engineering for biofuel generation, and structure-based drug design for infectious diseases. Research heavily integrates microbial genomics and target-specific nanomedicines.",https://nitdgp.ac.in
IIT Patna,Bihar,Patna,technical_institute,deep,Mechanical Engineering,"Faculty target thermal management of electronic packaging, microfluidics, laser-assisted material processing, and robotics. Research actively explores multi-phase heat transfer, smart materials, and computational solid mechanics for industrial design.",https://iitp.ac.in
NIT Rourkela,Odisha,Sundargarh,technical_institute,deep,Ceramic Engineering,"Research covers structural ceramics, bio-implants, functional electronic electro-ceramics, and refractory materials for steel plants. Faculty heavily explore advanced powder synthesis, thin-film coatings, and waste-to-wealth conversion of industrial slag into ceramic matrices.",https://nitrkl.ac.in
IIT (ISM) Dhanbad,Jharkhand,Dhanbad,technical_institute,deep,Department of Mining Engineering,"Faculty members research rock mechanics, mine planning, ground control, and sustainable mining technologies. Work also includes numerical modeling of underground excavations and underground coal gasification.",Research directory supplied by the team
"BIT Mesra, Ranchi",Jharkhand,Ranchi,college,deep,Department of Computer Science and Engineering,"Research centers on machine learning, image processing, wireless sensor networks, and cyber-security. Faculty actively explore artificial intelligence applications in healthcare and remote sensing.",Research directory supplied by the team
XLRI Jamshedpur,Jharkhand,East Singhbhum,college,deep,Area of Economics,"Faculty research focuses on development economics, labor markets, financial inclusion, and macroeconomic policy in emerging markets. Empirical studies often address rural livelihoods and industrial growth.",Research directory supplied by the team
IIM Ranchi,Jharkhand,Ranchi,technical_institute,deep,Strategic Management Area,"Research explores corporate governance, strategic change, mergers and acquisitions, and sustainability in business operations. Faculty analyze how emerging economy firms build competitive advantages.",Research directory supplied by the team
NIT Jamshedpur,Jharkhand,East Singhbhum,technical_institute,deep,Department of Mechanical Engineering,"Research areas include advanced manufacturing, thermal engineering, renewable energy systems, and composite materials. Faculty focus on optimizing thermal systems and modern production processes.",Research directory supplied by the team
Central University of Jharkhand,Jharkhand,Ranchi,university,deep,Department of Tribal Studies,"Faculty investigate indigenous knowledge systems, tribal socio-economic development, folklore, and cultural anthropology. Studies center on policy impacts on marginalized indigenous communities.",Research directory supplied by the team
Ranchi University,Jharkhand,Ranchi,university,deep,Department of Botany,"Research covers plant taxonomy, ethnobotany, biodiversity conservation, and stress physiology of local flora. Faculty study medicinal plants native to the Chota Nagpur plateau region.",Research directory supplied by the team
Birsa Agricultural University,Jharkhand,Ranchi,university,deep,Department of Agronomy,"Research targets crop production management, soil fertility, water conservation, and organic farming suited for the plateau region. Faculty work on improving yields for rain-fed agricultural systems.",Research directory supplied by the team
IIT Patna,Bihar,Patna,technical_institute,deep,Department of Computer Science and Engineering,"Faculty conduct research in natural language processing, computer vision, data mining, and theoretical computer science. Projects frequently apply deep learning algorithms to regional language processing.",Research directory supplied by the team
Patna University,Bihar,Patna,university,deep,Department of History,"Research emphasizes ancient Indian history, regional archaeology, medieval socio-political structures, and colonial history in Eastern India. Faculty specialize in regional archives and societal evolution.",Research directory supplied by the team
IIT Kharagpur,West Bengal,Paschim Medinipur,technical_institute,deep,Department of Electrical Engineering,"Faculty research power electronics, smart grids, control systems, and renewable energy integration. Work includes developing efficient energy storage and smart transmission infrastructure.",Research directory supplied by the team
Jadavpur University,West Bengal,Kolkata,university,deep,Department of Comparative Literature,"Research explores translation studies, folklore, post-colonial literature, and cultural exchanges across South Asia. Faculty analyze minority discourses and regional literary histories.",Research directory supplied by the team
IIT Bhubaneswar,Odisha,Khordha,technical_institute,deep,Department of Civil Engineering,"Research activities span structural engineering, water resources management, geotechnical engineering, and sustainable infrastructure. Faculty evaluate coastal hazard mitigation and smart materials.",Research directory supplied by the team
NIT Rourkela,Odisha,Sundargarh,technical_institute,deep,Department of Metallurgical and Materials Engineering,"Faculty study advanced metallic materials, nanomaterials, corrosion science, and extractive metallurgy. Investigations target high-performance alloys and waste valorization in metal industries.",Research directory supplied by the team
IIT Delhi,Delhi,New Delhi,technical_institute,deep,Department of Energy Science and Engineering,"Research focuses on solar energy, biofuels, energy storage, and smart energy systems. Faculty design sustainable technologies and model national energy transition pathways.",Research directory supplied by the team
IISc Bangalore,Karnataka,Bengaluru (Urban),college,deep,Department of Materials Engineering,"Research covers structural materials, electronic materials, computational materials science, and biomaterials. Faculty explore phase transformations and advanced nanomaterials characterization.",Research directory supplied by the team
"BIT Mesra, Ranchi",Jharkhand,Ranchi,college,deep,Department of Remote Sensing,"Geospatial modeling for natural resource surveillance, environmental degradation tracking, and watershed characterization across the Chota Nagpur plateau. Faculty develop GIS-based spatial decision support frameworks and satellite telemetry pipelines for regional land-use dynamics.",bitmesra.ac.in
XLRI Jamshedpur,Jharkhand,East Singhbhum,college,deep,Centre for Business & Social Innovation / Sustainability,"Socio-economic impact evaluation of extractive industries on peripheral rural communities, inclusive supply chain governance, and CSR frameworks. Faculty investigate grassroots tribal livelihoods, resource displacement, and sustainability policy design.",xlri.ac.in
Usha Martin University,Jharkhand,Ranchi,university,deep,Faculty of Computing & Information Technology,"Applied machine learning, database metrics, cognitive computing, and software quality assurance. Interdisciplinary faculty groups also publish in computational biology, bioinformatics pipelines, and cloud security frameworks.",umu.ac.in
Sarala Birla University,Jharkhand,Ranchi,university,deep,Faculty of Engineering & Applied Sciences (Civil / CSE),"Structural health monitoring, sustainable construction composites utilizing regional industrial byproducts, and GIS-based terrain mapping. Computational teams focus on applied IoT networks and predictive analytics for public infrastructure systems.",sbu.ac.in
Amity University Jharkhand,Jharkhand,Ranchi,university,deep,Department of Computer Science & Engineering / Biotechnology,"Data science applications, wireless sensor networking for field telemetry, and predictive modeling. Allied biotechnology teams concentrate on environmental microbiology, heavy metal bio-sorption, and microbial bio-fertilizers tailored for plateau soil restoration.",amity.edu/ranchi
Jharkhand Rai University,Jharkhand,Ranchi,university,deep,Department of Agriculture,"Agronomic practices for dryland and acidic soil management, indigenous cropping systems, and post-harvest preservation technology. Research emphasizes climate-smart agriculture and low-input bio-nutritional management for smallholder regional farmers.",jru.edu.in
Arka Jain University,Jharkhand,East Singhbhum,university,deep,School of Engineering & IT,"Industrial automation, condition monitoring of manufacturing equipment, and sensor-based telemetry. Research groups investigate smart electric drive protection, embedded systems, and applied algorithms for industrial operations.",arkajainuniversity.ac.in
ICFAI University Jharkhand,Jharkhand,Ranchi,university,deep,Faculty of Science & Technology,"Applied machine learning for distributed data architectures, cyber-physical systems, and digital power management. Faculty also work on localized empirical research covering small-scale enterprise digitalization and renewable energy economics.",iujharkhand.edu.in
KIIT University,Odisha,Khordha,university,deep,School of Rural Management / Civil Engineering,"Water resource modeling, ground improvement via industrial byproduct stabilization, and hydrogeological mapping. Research in rural management centers on community-based natural resource monitoring and institutional livelihood interventions.",kiit.ac.in
SOA University (ITER),Odisha,Khordha,university,deep,Centre for Environment and Climate / Civil Engineering,"Regional weather modeling, air quality monitoring, and climate risk vulnerability indices. Engineering faculty lead experimental studies on industrial effluent remediation and heavy metal removal via biosorbents.",soa.ac.in
Sister Nivedita University,West Bengal,Kolkata,university,deep,Department of Computer Science & Engineering,"IoT architectures for smart telemetry, edge artificial intelligence, and environmental data aggregation. Faculty actively research computer vision models for terrestrial satellite imagery and distributed network security.",snuniv.ac.in
JIS University,West Bengal,Kolkata,university,deep,Department of Earth Sciences & Remote Sensing,"Spatial hydrology, satellite image classification for wetland and river corridor dynamics, and geohazard mapping. The department develops digital spatial models for groundwater vulnerability assessments.",jisuniversity.ac.in
Gopal Narayan Singh University,Bihar,Rohtas,university,deep,Department of Agriculture & Allied Sciences,"Integrated pest management, regional soil fertility dynamics across the Gangetic basin, and water-efficient irrigation practices. Research addresses crop diversification strategies and sustainable agri-waste utilization.",gnsu.ac.in
Amity University Patna,Bihar,Patna,university,deep,School of Engineering & Technology (IT / CSE),"Applied predictive modeling, cloud-integrated field sensors, and natural language interfaces for vernacular digital services. Research emphasis is on scalable computational tools for rural administration.",amity.edu/bihar
Shiv Nadar University,Uttar Pradesh,Gautam Buddha Nagar,university,deep,Department of Civil Engineering / Water Centre,"Hydro-climatological modeling, environmental contaminants transport in groundwater systems, and smart sensor integration for water distribution networks. Core labs build multi-scale spatial simulations for basin sustainability.",snu.edu.in
Ashoka University,Delhi,Sonipat,university,deep,Centre for Climate Change & Sustainability (3CS),"Empirical environmental economics, air quality data synthesis, and climate adaptation strategies. Faculty integrate ecological field data with socio-economic indicators to assess policy impacts in vulnerable agro-climatic zones.",ashoka.edu.in
O.P. Jindal Global University,Delhi,Sonipat,university,deep,Jindal School of Environment & Sustainability,"Environmental law, natural resource governance, and corporate ESG compliance. Faculty analyze legal frameworks for public-private accountability in mining, regulatory compliance, and community conservation models.",jgu.edu.in
O.P. Jindal University,Chhattisgarh,Raigarh,university,deep,Department of Metallurgical & Materials Engineering,"Solid industrial waste valorization (blast furnace slag, fly ash, and red mud recycling), secondary steelmaking optimization, and clean energy materials. Faculty actively collaborate on industrial emission reduction and resource recovery.",opju.ac.in
Devi Ahilya Vishwavidyalaya (DAVV),Madhya Pradesh,Indore,university,deep,Institute of Engineering & Technology (IET) / School of Computer Science & IT (SCSIT),"Faculty focus on machine learning algorithms, deep learning for pattern recognition, and wireless sensor networks. Key labs in IET and SCSIT actively research network security, IoT architectures, image processing, natural language processing, and cloud-based data analytics.",ietdavv.edu.in / dauniv.ac.in
VIT Bhopal University,Madhya Pradesh,Sehore,university,deep,School of Computing Science & Engineering (SCSE),"Faculty conduct applied research in artificial intelligence, cybersecurity, edge computing, and distributed networks. Core labs specialize in deep learning for computer vision, automated malware detection, blockchain-based data privacy, and cloud infrastructure.",vitbhopal.ac.in
Jaypee University of Engineering & Technology (JUET),Madhya Pradesh,Guna,university,deep,Department of Computer Science & Engineering / Chemical Engineering,"Faculty investigate soft computing, machine learning, wireless communication networks, and cryptography. The Chemical Engineering group researches industrial wastewater treatment, environmental catalytic degradation, and waste-to-energy conversion systems.",juet.ac.in
Medi-Caps University,Madhya Pradesh,Indore,university,deep,Department of Computer Science & Engineering / Department of Civil Engineering,"Faculty research focuses on predictive analytics, IoT sensor network deployment, machine learning for automated diagnostic systems, and cloud computing. The Civil group works on sustainable construction composites and water resource analysis.",medicaps.ac.in
LNCT University,Madhya Pradesh,Bhopal,university,deep,School of Engineering & Technology (CSE & AI/ML),"Faculty concentrate on deep learning architectures, applied IoT systems, healthcare data analytics, and embedded systems. Additional research covers cloud telemetry, mobile computing, and automated power optimization in industrial setups.",lnctu.ac.in
Jagran Lakecity University (JLU),Madhya Pradesh,Bhopal,university,deep,Faculty of Science & Technology / School of Engineering,"Research centers on data science, intelligent systems, cyber-physical computing, and software engineering. Faculty also pursue interdisciplinary studies in environmental compliance modeling and technology-driven public policy implementation.",jlu.edu.in
SAGE University,Madhya Pradesh,Indore,university,deep,Institute of Advanced Computing / Institute of Agricultural Sciences,"Faculty focus on big data analytics, edge AI for precision agriculture, computer vision for plant disease detection, and wireless IoT sensor telemetry. Allied agricultural labs research soil fertility dynamics and sustainable agronomy.",sageuniversity.in
ITM University,Madhya Pradesh,Gwalior,university,deep,School of Engineering & Technology / School of Agriculture,"Faculty investigate renewable energy integration, microgrid management, wireless communications, and sensor telemetry. The agriculture division focuses on arid-zone crop protection, organic pest management, and post-harvest preservation techniques.",itmuniversity.ac.in
Amity University Madhya Pradesh,Madhya Pradesh,Gwalior,university,deep,Amity Institute of Biotechnology (AIB) / Amity School of Engineering & Technology,"Faculty lead research in microbial bioremediation of industrial pollutants, environmental biotechnology, heavy metal biosorption, and plant genetics. Computing faculty actively work on bioinformatics pipelines and data-driven disease modeling.",amity.edu/gwalior
Oriental University,Madhya Pradesh,Indore,university,deep,Department of Computer Science & Engineering / Department of Pharmacy,"Faculty research focuses on web intelligence, network security protocols, pattern recognition, and cloud services. The pharmacy group explores novel drug delivery systems, pharmaceutical nanotechnology, and natural medicinal chemistry.",oui.edu.in
Rabindranath Tagore University (RNTU),Madhya Pradesh,Bhopal,university,deep,Faculty of Engineering & Technology / Department of Renewable Energy,"Faculty explore decentralized renewable energy systems, solar thermal applications, IoT-based environmental monitoring, and materials science. Computing groups publish on machine learning applications in environmental telemetry.",rntu.ac.in
RKDF University,Madhya Pradesh,Bhopal,university,deep,Faculty of Engineering & Technology / School of Agriculture,"Faculty research focuses on smart power systems, signal processing, wireless sensor networks, and data analytics. Agriculture faculty work on soil nutrient assessment, crop water management, and sustainable organic farming models.",rkdf.ac.in
Renaissance University,Madhya Pradesh,Indore,university,deep,School of Science / Department of Computer Applications,"Faculty work on applied data analytics, web technologies, and database architecture. Interdisciplinary teams investigate public healthcare informatics, statistical modeling, and institutional digital frameworks.",renaissance.edu.in
Malwanchal University,Madhya Pradesh,Indore,university,deep,Index Institute of Dental Sciences / Department of Nursing & Allied Health,"Faculty research is dedicated to biomedical sciences, public health epidemiological surveys, biomaterials in healthcare, and clinical diagnostic techniques tailored to rural and suburban central Indian populations.",malwanchaluniversity.com
Avantika University,Madhya Pradesh,Ujjain,university,deep,Department of Computer Science & Engineering (Design-Led Tech),"Faculty conduct research on user experience (UX) engineering, human-computer interaction (HCI), data visualization, augmented reality, and applied AI models for interactive digital systems.",avantikauniversity.edu.in
AKS University,Madhya Pradesh,Satna,university,deep,Department of Mining Engineering / Department of Agriculture,"Faculty specialize in opencast rock mechanics, mine environmental management, blast design optimization, and safety sensors. The agriculture group investigates vertisol soil fertility, seed technology, and rainfed farming techniques.",aksuniversity.ac.in
Madhyanchal Professional University,Madhya Pradesh,Bhopal,university,deep,School of Engineering & IT / Department of Environmental Studies,"Faculty focus on distributed computing, wireless networking, water purification techniques, and recycling of industrial solid waste composites for structural applications.",mpu.ac.in
IIT (ISM) Dhanbad,Jharkhand,Dhanbad,technical_institute,deep,Department of Environmental Science & Engineering,"Geo-environmental engineering and mine environmental management, including particulate matter dispersion, acid mine drainage mitigation, and ecological restoration of overburden dumps. Faculty actively investigate advanced wastewater treatment, clean coal technology, and industrial carbon capture.",Target Research Institutions & Faculty Directory
"BIT Mesra, Ranchi",Jharkhand,Ranchi,college,deep,Department of Remote Sensing / Computer Science,"Geospatial modeling for natural resource surveillance, environmental change detection, and watershed characterization in plateau terrains. The faculty also spearheads research in applied machine learning, edge computing for environmental telemetry, and smart sensor networks.",Target Research Institutions & Faculty Directory
NIT Jamshedpur,Jharkhand,East Singhbhum,technical_institute,deep,Department of Metallurgical & Materials Engineering,"Extractive metallurgy and solid industrial waste valorization (slag, fly ash, and red mud recycling). Focus includes high-performance corrosion-resistant coatings, surface modification, and energy-efficient thermal treatment cycles for heavy industrial operations.",Target Research Institutions & Faculty Directory
Central University of Jharkhand,Jharkhand,Ranchi,university,deep,Department of Environmental Sciences,"Biodiversity assessment, forest ecology, and eco-restoration specific to the Chota Nagpur plateau ecosystem. Faculty research centers on ground-water hydro-geochemistry, environmental impact assessment (EIA), and the socio-ecological resilience of regional indigenous communities.",Target Research Institutions & Faculty Directory
Birsa Agricultural University,Jharkhand,Ranchi,university,deep,Department of Soil Science & Agricultural Chemistry,"Amelioration of acidic and degraded plateau soils, integrated nutrient management, and bio-fertilizer synthesis. Key research groups explore climate-smart rainfed farming, soil micronutrient dynamics, and water-harvesting models for tribal agro-ecosystems.",Target Research Institutions & Faculty Directory
CSIR-CIMFR (Dhanbad),Jharkhand,Dhanbad,college,deep,Fuel Science & Mine Ventilation/Safety Division,"Coal characterization, coal gasification, coal-bed methane (CBM) extraction, and real-time occupational safety telemetry. Faculty and scientists work extensively on rock mechanics instrumentation, slope stability monitoring, and toxic gas sensor grids.",Target Research Institutions & Faculty Directory
CSIR-NML (Jamshedpur),Jharkhand,East Singhbhum,college,deep,Mineral Processing & Waste Recovery Division,"Beneficiation of lean and complex ores, strategic metals recovery from electronic waste (e-waste recycling), and industrial decarbonization pathways. Core labs specialize in advanced hydrometallurgical extraction and circular economy lifecycle modeling.",Target Research Institutions & Faculty Directory
XLRI Jamshedpur,Jharkhand,East Singhbhum,college,deep,Centre for Sustainability & Social Entrepreneurship,"Socio-economic impact evaluation of mining and industrial interventions on surrounding rural populations. Faculty specialize in corporate social responsibility (CSR) governance, sustainable supply chains, and community-driven livelihood models.",Target Research Institutions & Faculty Directory
IIT Kharagpur,West Bengal,Paschim Medinipur,technical_institute,deep,Department of Mining Engineering / School of Water Resources,"Subsurface spatial informatics, robotic mine safety systems, and automated ground control. Faculty in water resources lead prominent research on basin-scale hydrogeology, contaminated aquifer restoration, and watershed dynamics.",Target Research Institutions & Faculty Directory
Jadavpur University,West Bengal,Kolkata,university,deep,School of Environmental Studies,"Internationally renowned for extensive field and bench research on arsenic, fluoride, and heavy metal groundwater contamination across the Gangetic basin. Also develops low-cost nanomaterial water purification filters and industrial effluent remediation systems.",Target Research Institutions & Faculty Directory
NIT Rourkela,Odisha,Sundargarh,technical_institute,deep,Department of Mining Engineering / Chemical Engineering,"Fugitive dust characterization and airborne particulate dispersion modeling in open-pit mining environments. Research tracks include clean mineral beneficiation, bio-sorption for industrial effluents, and numerical geotechnical modeling for slope stability.",Target Research Institutions & Faculty Directory
IIT Bhubaneswar,Odisha,Khordha,technical_institute,deep,"School of Earth, Ocean & Climate Sciences","High-resolution numerical weather prediction, monsoon variability, and climate risk assessments in eastern and central India. Faculty work on coastal-inland hydro-meteorological hazard forecasting and regional hydrological modeling.",Target Research Institutions & Faculty Directory
IIT Patna,Bihar,Patna,technical_institute,deep,Department of Computer Science & Engineering,"Artificial intelligence, edge-computing IoT frameworks for precision agriculture, and localized environmental sensing. Faculty are renowned for natural language processing (NLP) in regional languages and predictive data analytics for public systems.",Target Research Institutions & Faculty Directory
NIT Patna,Bihar,Patna,technical_institute,deep,Department of Civil Engineering,"River basin morphology, sediment transport dynamics, and flood inundation mapping across regional river corridors. Focus extends to ground improvement methods using fly ash composites and seismic hazard microzonation.",Target Research Institutions & Faculty Directory
IIT Kanpur,Uttar Pradesh,Kanpur Nagar,technical_institute,deep,Department of Sustainable Energy Engineering / Civil (Environmental),"High-precision aerosol physical-chemical characterization, hyper-local sensor network deployment for air quality, and source apportionment. Faculty also lead national projects on renewable microgrid integration, battery storage, and carbon sequestration.",Target Research Institutions & Faculty Directory
IIT (BHU) Varanasi,Uttar Pradesh,Varanasi,technical_institute,deep,Department of Mining Engineering,"Clean coal technologies, acoustic and seismic instrumentation for rock slope stability, and underground continuous mining simulation. Faculty also investigate bulk recycling of fly ash and slag into functional construction geopolymers.",Target Research Institutions & Faculty Directory
National Institute of Technology Raipur,Chhattisgarh,Raipur,technical_institute,deep,Department of Mining Engineering / Applied Geology,"GIS/remote sensing integration for mineral deposit exploration, bench slope failure prediction in open-cast mines, and environmental remediation of industrial runoff and tailings pond effluents.",Target Research Institutions & Faculty Directory
IIT Delhi,Delhi,New Delhi,technical_institute,deep,Centre for Atmospheric Sciences (CAS) / School of Public Policy,"Comprehensive regional emission inventory construction, chemical transport modeling, and satellite aerosol optical depth retrieval. Research frequently bridges empirical environmental datasets with public policy interventions and regulatory compliance frameworks.",Target Research Institutions & Faculty Directory
